Title,Date,Article
“뱃길 끊길라”…최남단 마라도 주민들 배타고 사전투표,2024/04/05 15:35,"제주선거관리위원회가 마라도에서 22대 총선 투표 참여 캠페인을 하고 있다 (제주선관위 제공)22대 국회의원 선거 사전투표 첫날인 5일 우리나라 최남단 마라도 주민들도 배를 타고 본섬까지 와서 소중한 한표를 행사할 것으로 보인다.제주도선거관리위원회에 따르면 제주도 부속섬 가운데 추자면과 우도면, 비양도, 가파도에는 오는 10일 본 투표일에 별도의 투표소가 설치된다.그러나 최남단 마라도는 부속섬 중에서는 유일하게 투표소가 설치되지 않아 본 투표 당일 주민들이 배를 타고 서귀포시 대정읍 6투표소까지 나와 투표를 해야 한다.주소등록상 주소지는 마라도지만 실제로는 본섬에서 오가는 거주민이 많아서 투표소를 따로 설치하지 않는다고 한다. 마라도에 투표소가 없어서 대한민국 최남단 투표소는 청보리밭으로 유명한 가파도가 된다.이날 김춘구 마라도 이장은 ‘뉴스1 제주본부’와의 통화에서 “다수의 주민들이 오늘과 내일 사전투표를 할 것으로 보인다”며 “마라도는 기상이 악화하면 뱃길이 끊겨 본투표일에 투표를 못하는 일이 발생할 수 있어 사전투표를 선호하는 경향이 있다”고 설명했다.실제 19대 대통령 선거일인 2017년 5월9일에는 기상악화로 마라도를 오가는 배가 통제돼 주민 20여 명이 투표를 못한 적이 있다.당시 마라도 해상은 2m의 높은 파도가 치고 바람이 초속 10m로 강하게 불어 마라도와 본섬을 잇는 배편이 결항해 주민들의 발이 묶였다.22대 총선 기준 마라도 선거인수는 81명으로 제주도 부속섬 가운데 가장 작다. 다른 부속섬의 선거인수는 추자면이 1472명, 우도면 1456명, 가파도 201명, 비양도 133명 등의 순이다.투표소가 설치되는 부속섬들에서는 투표가 끝나면 투표함을 어업지도선과 도항선 등에 실은 뒤 제주도로 옮겨 개표하는데 이 과정도 해상 날씨가 나쁘면 긴장해야 한다.해경은 혹시모를 상황에 대비, 경비함정을 보내 투표함 수송선을 호송한다.(제주=뉴스1)"
사전투표 마친 文 “투표해야 심판한다…현 정부 정신 차려야”,2024/04/05 16:55,"문재인 전 대통령과 부인 김정숙 여사가 제22대 국회의원 선거 사전투표 첫날인 5일 오전 경남 양산시 하북면주민자치센터에 마련된 하북면 사전투표소에서 투표를 하고 있다. 2024.4.5/뉴스1문재인 전 대통령이 제22대 국회의원선거 사전투표를 한 뒤 “현 정부를 정신 차리게 해야 하는 선거”라고 밝혔다.문 전 대통령은 5일 경남 양산시 하북면 사전투표소에서 투표를 마친 뒤 취재진과 만나 “투표해야 심판할 수 있고 투표해야 바뀐다”며 “투표는 유권자의 의무이고 모든 국민께서 투표에 참여해 주길 바란다”라며 이같이 말했다.더불어민주당 후보 지원 유세에 대한 심정을 묻는 말에 그는 “민주당과 조국혁신당, 새로운미래 이런 야당들이 이번 선거에서 많이 승리하길 바라는 마음으로 응원의 마음을 보태고 있다”고 했다.그는 투표율 전망에 대해서는 “그동안 선거운동 현장에서의 분위기는 투표 참여 의지가 굉장히 높은 것 같다. 아마 투표율이 과거 어느 때보다 높지 않을까 생각된다”며 “유권자들께서 투표를 통해서 심판 의지를 표출해 줄 것이라고 믿는다”고 말했다.조국혁신당의 약진에 대한 질문에 문 전 대통령은 “조국혁신당이 갑자기 만들어진 그런 당이고 여러 가지 부족한 점이 많은데도 국민들의 많은 지지를 받고 있다는 것은 그만큼 국민들이 지금의 우리 한국 정치 상황에 대한 분노가 뜨겁다는 것”이라고 평가했다.이어 “이번 선거 이후에 혁신당이 좀 더 대중적인 정당으로 잘 성장해 가는 것이 중요하다고 본다”고 덧붙였다.김예슬 동아닷컴 기자 seul56@donga.com"
제주 사전투표소서 ‘투표용지 촬영’ 유권자 적발,2024/04/06 14:33,"선관위, 해당 투표지 무효 처리 방침ⓒ뉴시스제22대 국회의원선거 사전투표 이튿날인 6일 제주도 사전투표소 기표소 안에서 투표용지를 휴대전화 카메라로 촬영한 유권자가 적발됐다.제주도선거관리위원회에 따르면 이날 오전 11시께 제주시 아라동주민센터에 마련된 사전투표소 기표소 안에서 휴대전화 카메라로 투표지를 촬영한 유권자가 적발됐다.공직선거법은 기표소 안에서 투표지를 촬영하는 것을 원칙적으로 금하고 있다.사전투표와 선거일 당일 투표를 할 때 투표지를 촬영해서는 안 되며, 이를 위반하면 2년 이하의 징역이나 400만원 이하 벌금에 처하게 된다.도선관위는 해당 투표지를 무효로 하는 한편, 해당 유권자에 대한 조사를 벌여 행정·사법적 조치 수준을 결정할 예정이다.[제주=뉴시스]"
"새벽시간에 투표지 불법 투입? 선관위 “여론 선동, 즉각 중지돼야”",2024/04/07 21:01,"노태악 중앙선거관리위원회 위원장이 7일 서울 영등포구 선거관리위원회를 방문해 사전투표함 보관 상황을 점검하고 있다. 2024.4.7/뉴스1중앙선거관리위원회는 7일 선관위 직원들로 보이는 사람들이 투표함의 봉인지를 뜯는 등 부정선거를 시도했다는 내용의 영상이 유튜브를 통해 확산하고 있는 데 대해 “관외사전투표 회송용봉투를 투입한 것”이라고 설명했다.선관위는 이날 오후 보도자료를 통해 “사전투표 종료 후인 6일 은평구 선관위 등 일부 지역선관위에서 선관위 직원들로 보이는 사람들이 투표함의 봉인지를 뜯고 불법적으로 투표지를 투입하는 등 부정선거를 시도했다는 유튜브 영상이 확산되고 있어 정확한 사실관계를 알려드린다”면서 이같이 전했다. 논란이 된 영상에는 7일 새벽 시간대 직원 4명이 사전투표함이 보관된 장소에 들어가 투표함의 봉인을 해제하는 모습 등이 담겼다.선관위는 부정선거 의혹이 불거진 관외사전투표 회송용봉투의 투입 및 보관 절차에 대해 “5일 사전투표가 종료된 후 전국의 모든 관외사전투표 회송용봉투는 접수지 우편집중국, 광역센터, 배송지 우편집중국을 거쳐 각 배달 우체국으로 배송됐으며 우체국은 이를 6일 각 구·시·군선관위로 일제히 배달했다”며 “구·시·군선관위는 모든 회송용봉투의 수량을 확인하고, 접수가 끝나면 우편투표함의 봉인을 해제한 후 회송용봉투를 투입한다”고 설명했다.영상이 찍힌 장소인 은평구선관위에 대해서는 “6일 오후 5시경 우체국으로부터 회송용봉투 총 1만9000여 통을 인계받아 확인 및 접수를 시작했고, 많은 수량을 1통씩 확인하며 접수한 관계로 7일 새벽 1시50분경 접수 처리가 완료됐다”며 “같은 날 새벽 2시34분부터 3시45분까지 모든 회송용봉투를 투표함에 투입했다”고 설명했다. 이어 “은평구선관위 정당추천위원 2명은 회송용봉투의 확인, 접수, 투입의 모든 과정에 참여?입회했다”고도 전했다.선관위는 사전투표함의 보관과정이 24시간 생중계되고 있는 상황에서 이같은 논란이 불거진 데 대해 유감을 표했다. 선관위는 “우편투표함 보관 상황이 CCTV를 통해 실시간으로 공개되는 상황에서 선관위 직원이 보란 듯이 불법행위를 저지른다는 주장은 상식적으로 납득하기 어렵다”며 “무조건적으로 부정선거라고 의심하고 왜곡하는 것은 국민 여론을 선동하여 선거불신을 조장하는 매우 위험한 행위로 즉각 중지돼야 할 것”이라고 했다.조혜선 동아닷컴 기자 hs87cho@donga.com"
민주 “4·10 총선 사전투표율 31.3%·최종 71.3% 국민께 호소”,2024/04/03 10:55,"""21세기 이후 총선 중 가장 높은 투표율 호소 의미""총선 직후 국회에 보건의료공론화특위 구성 제안ⓒ뉴시스더불어민주당은 3일 4·10 총선 사전투표율 31.3%, 최종투표율 71.3% 달성을 위해 노력하겠다고 밝혔다.김민석 총선 상황실장은 이날 오전 여의도 당사에서 4·10 심판 브리핑을 열고 “민주당은 총 투표율 71.3%, 사전투표율 31.3%를 목표로 노력하겠다”고 말했다.김 실장은 “21세기 이후 총선 중 가장 높은 70% 투표율, 높은 투표 참여를 국민 여러분께 호소드리는 의미”라며 “이번 총선에서 민주 승리의 기대를 반영한 수치”라고 설명했다.김 실장은 “재외선거 투표율이 어제 61.8%로 마무리됐다. 역대 총선 중 가장 높은 투표율”이라며 “지금까지 세 번 총선의 평균보다 무려 20여% 이상 높아졌다. 지난 대선의 71.6%에 근접한 수준”이라고 말했다.김 실장은 “이번 총선에 대한 재외국민의 높은 관심과 윤석열 정권 심판을 향한 절박함, 간절함이 나타났다고 생각한다”며 “이러한 역대급 재외선거 투표율을 사전투표로 이어가야 한다”고 덧붙였다.민주당은 의료대란 문제를 해결하기 위해 정부여당에 총선 직후 국회에 보건의료공론화특별위원회를 구성할 것을 제안했다.김 실장은 “의료대란에 대한 국민의 걱정이 점점 커지고 있다. 대통령 담화는 의료대란의 해법을 제시하는 것이 아니라 혼란을 가중시키고 있다”며 “국회에 보건의료공론화특위에 당사자와 관계자들이 참여해 이 문제를 조속하고 사회적 공론을 얻어가는 방식으로 풀어가길 제안한다. 정부여당에 화답을 요청드린다”고 했다.[서울=뉴시스]"
수검표 부활-보관상황 투명 공개…“부정선거 의혹 사라지길”,2024/04/10 21:53,"크게보기중앙선거관리위원회는 10일 치러진 4·10총선에서 부정 투표 의혹을 차단하기 위해 개표 과정에서 투표지를 일일이 눈으로 확인하는 수(手)검표 절차를 도입했다. 개표 시간이 2시간 가량 길어졌지만 투명성과 신뢰성을 높이는 데 방점을 찍은 것.10일 선관위는 총선 개표 과정에서 투표지 분류기를 거쳐 기호별로 분류된 지역구 후보 투표지를 개표 사무원이 일일이 손으로 세며 정확히 분류됐는지 확인했다. 투표지 분류기 처리 용량을 초과한 51.7cm 비례대표 정당 투표지는 처음부터 손으로 분류하며 수검표를 포함한 개표를 진행했다.앞서 선관위는 수검표로 득표 수를 세어 오다 1995년 투표지 계수기를 도입하면서 수검표 절차를 없앴는데 이번 총선에서 다시 부활시켰다. 2020년 21대 총선에서 미래통합당(현 국민의힘) 지지자들을 중심으로 부정 선거 의혹이 제기되자 여당이 수검표를 요구해 수용됐다.또 사전투표지에 선거명과 선거구명, 관할선관위명 등의 정보를 기록한 QR코드를 바코드로 변경했다. QR코드에 담긴 정보와 관련해 부정 주장이 계속되는 점 등을 고려해 이같이 결정한 것.선관위는 사전투표 선거인의 신분증 이미지 보관 기간을 선거일 투표 마감 시각에서 선거 소송 제기 기한인 선거일 후 30일까지로 연장했다. 사전투표 선거인의 본투표 중복 투표 여부 확인을 요구하는 선거 소송에 대비한 조치다. 또 선관위는 사전투표 뒤 사전투표함 보관 장소를 보여주는 폐쇄회로(CC)TV도 상시 공개했다. 각 시도 선관위 청사에 설치된 대형 모니터를 통해 24시간 공개해 투표함 보관 상황을 투명하게 공개한 것이다.선관위는 지난달 말 사전투표소 예정 장소에 불법 카메라를 설치하는 사건이 발생한 뒤 불법 시설물 설치 점검 절차를 도입해 사전투표와 본투표 때 투표요원이 투표소 입구 등 내·외부를 수시 확인토록 했다. 선관위 관계자는 “선거 때마다 근거 없는 부정 선거 의혹이 반복되면서 선거 불복을 조장하고 국민통합을 저해해왔다”며 “이번에 투·개표 과정의 신뢰성, 정확성을 높이는 여러 조치를 도입한 만큼 부정 선거 의혹 제기가 사라지길 바란다”고 말했다.조권형 기자 buzz@donga.com"
“투표용지에 도장 찍혔다” 소동…알고보니 관리관 직인,2024/04/06 15:58,대기시간 길어 항의하기도ⓒ뉴시스제22대 국회의원 선거 사전투표 둘째 날인 6일 부산에서 투표용지에 도장이 찍혔다며 소란을 피우는 소동이 벌어졌다.부산경찰청에 따르면 이날 오전 10시께 부산 강서구 가덕도동 행정복지센터에 투표하러 온 A(60대)씨가 “자신의 사전투표용지에 도장이 찍혀 나왔다”며 소란을 피웠다.신고를 받고 출동한 경찰이 해당 투표용지를 조사한 결과 기표된 흔적은 없었다.경찰은 “A씨가 용지 하단에 사전투표 관리관 직인이 찍혀 나온 것을 보고 오해를 한 것으로 보인다”고 밝혔다.같은날 오전 11시 30분께 연제구 연산6동 행정복지센터에 투표하러 간 B(60대)씨는 투표 대기시간이 길어진다는 이유로 투표 보조원에게 항의했다.당시 B씨는 술에 취한 상태였다.현장에 출동한 경찰은 선관위 관계자들을 만나 투표 상황에 이상이 없음을 확인한 후 가족에게 B씨의 신병을 인계했다.[부산=뉴시스]
野 “불법카메라 진상규명” 선관위 항의 방문… 與 “사전투표 불신 확산 안되게 감시-관리”,2024/03/30 2:04,"[총선 D―11]투표율에 영향 끼칠까 파장 촉각다음 달 5, 6일 실시되는 22대 총선 사전투표를 앞두고 발생한 극우 성향 유튜버의 사전투표소 불법 카메라 설치 사건과 관련해 여야가 사전투표율에 끼칠 파장에 촉각을 곤두세웠다. 더불어민주당은 29일 철저한 진상 규명을 촉구하며 중앙선거관리위원회를 항의 방문했다. 국민의힘은 “보수층의 사전투표 불신이 확산되지 않도록 확실하게 감시하고 관리하겠다”며 사전투표 독려를 이어갔다.민주당 박주민 김교흥 이해식 천준호 의원과 민주당의 비례 위성정당인 더불어민주연합 윤영덕 대표는 이날 경기 과천시 중앙선관위를 방문해 다수의 사전투표소에서 불법 카메라가 발견된 것에 대해 재발 방지를 요구했다. 국회 행정안전위원장인 김 의원은 “다음 달 4일 선관위가 지자체로부터 사전투표소 관리권을 이양받으면 철저하게 현장을 점검해 국민이 안심하고 투표할 수 있게끔 각별히 신경을 써달라”고 촉구했다. 민주당 관계자는 “사전투표부터 투표율을 최대한 끌어올려야 하는 상황에서 선관위의 선거 관리 능력이 의심을 받는 상황이 이어질 경우 사전투표 열기가 가라앉을 수 있다”고 우려했다.국민의힘 한동훈 비상대책위원장은 이날 첫 유세 장소인 서울 영등포구 영진시장 삼거리 유세에서 “사전투표든 본투표든 투표장으로 가달라”며 “걱정하지 말라. 이번부터 수개표가 병행될 것”이라고 말했다. 중앙선대위 핵심 관계자는 통화에서 “보수층이 사전투표에 주저하는 경향이 확산되지 않도록 사전투표 참여를 최대한 독려하자는 기조를 유지할 것”이라고 말했다. 수도권 후보인 한 현역 의원은 “보수 유튜버 소행이라도 보수 지지층은 자신이 던진 투표용지가 제대로 안전하게 지켜질까 불안할 것”이라며 “선관위가 즉각 전수조사해서 부정 선거 의혹을 사전에 막아야 한다”고 했다.권구용 기자 9dragon@donga.com윤다빈 기자 empty@donga.com"
"김기현 “사전투표율, 조국·이재명에 민심 끓고 있다는 방증”",2024/04/07 9:27,"한동훈 국민의힘 비상대책위원장이 서울 여의도 한 식당에서 4선 이상 의원들과 오찬을 갖기에 앞서 김기현 전 대표와 인사하고 있다. (공동취재) 2024.1.17 뉴스14·10 총선에서 울산 남을에 출마한 김기현 전 국민의힘 대표는 7일 역대 최고치를 기록한 사전투표율에 대해 “민심이 부글부글 끓고 있다는 방증”이라고 평가했다.김 전 대표는 이날 페이스북을 통해 “22대 총선 사전투표율이 31.28%에 달했다. 이는 사전투표가 적용된 역대 총선 중 최고 기록”이라며 이같이 밝혔다.그는 “이게 무엇을 뜻하겠냐”며 “파렴치한 중대 범죄자들이 낯부끄러운 줄도 모르고 설치고 다니는 역대급 비호감 총선을 보면서, 이 나라의 미래를 걱정하는 상식 있는 주권자들의 민심이 부글부글 끓고 있다는 방증”이라고 설명했다.김 전 대표는 “저는 이 ‘민심의 폭발’, ‘주권자 혁명’을 통해 상식 있는 국민들께서 이재명과 조국으로 대표되는 ‘4류 망나니 정치’를 이번에 확실히 끝장내주실 것이라 확신한다”고 했다.이어 “죄를 짓고도 후안무치하게 부끄러워할 줄 모르는 파렴치범들에게 민심이 무엇인지, 또 정치를 자신들의 분풀이·살풀이를 위한 복수의 장으로 호도하고 있는 무도한 범법자들에게 법치가 무엇인지를 분명히 심판해 주실 것이라 믿는다”고 했다.김 전 대표는 “이재명 대표와 조국 대표 같은 무리가 발호하는 비상식·불공정의 시대만큼은 반드시 막아내야 우리 청년들에게 미래가 있다”고 강조했다.한편 중앙선거관리위원회에 따르면 지난 5~6일 이틀간 진행한 사전투표 투표율은 31.28%로 역대 총선 중 가장 높은 수치를 기록했다. 전국 4428만11명의 유권자 중 1384만9043명이 투표에 참여했다. 20대 총선과 21대 총선의 사전투표율은 각각 12.2%, 26.6%였다.(서울=뉴스1)"
"한동훈, 野김준혁 겨냥 이대 앞에서 사전투표…“우린 지켜야할 범죄자 없다”",2024/04/05 14:32,"제22대 국회의원 선거 사전투표 첫날인 5일 오전 한동훈 국민의힘 비상대책위원장 겸 총괄선거대책위원장이 서울 서대문구 신촌동 주민센터 투표소에서 사전투표를 하고 있다. 2024.4.5. 사진공동취재단국민의힘 한동훈 비상대책위원장 겸 총괄선거대책위원장이 4·10 총선 사전투표 첫날인 5일 이화여대 앞 신촌동 사전투표소에서 한 표를 행사했다. 한 위원장은 투표를 마친 뒤 “법과 국민을 무시하는 사람들에게 법을 지키고 살아온 선량한 시민의 위대한 힘을 보여주길 바란다”고 호소했다.한 위원장은 이날 서울 서대문구 신촌동 주민센터에서 사전투표를 마친 뒤 경의·중앙선 신촌역 앞에서 기자들과 만나 이같이 밝혔다. 그는 이번 총선을 “자기 죄를 방어하겠다는 사람들과 법을 지키며 선량하게 살아온 사람들 사이의 대결”로 규정하면서 “투표장에 나가면 (우리가) 이기고, 투표장에 나가지 않으면 대한민국이 망한다”며 사전투표 참여를 독려했다.한동훈 국민의힘 비상대책위원장 겸 총괄선거대책위원장이 제22대 국회의원 선거 사전투표 첫날인 5일 오전 서울 서대문구 신촌동 사전투표소에서 투표 후 취재진 질문에 답하고 있다. 2024.4.5. 사진공동취재단한 위원장은 ‘이화여대생 미군 성상납’ 발언으로 논란이 된 더불어민주당 김준혁 후보를 겨냥해 사전투표 장소로 이대 앞을 골랐다고 설명했다. 또 신촌 일대에 청년과 소상공인이 많은 점도 고려했다고 덧붙였다.그는 “민주당은 최악의 혐오 후보, 최악의 사기 후보를 끝까지 비호하면서 '판세에 영향이 없다'고 말했다”며 “국민께서 착각이고 오만이라는 것을 알려주실 것”이라고 강조했다. 그러면서 “저희는 지켜야 할 범죄자가 없다. 저희는 지켜야 할 나라와 국민이 있다. 저희가 그걸 할 수 있게 국민의힘을 선택해 달라”고 호소했다.한 위원장은 또 민주당 이재명 대표가 지난 2월 카이스트 학위수여식에서 윤석열 대통령을 비판한 졸업생이 강제로 끌려 나간, 이른바 ‘입틀막 경호’ 논란을 겨냥해 이날 카이스트에서 사전투표를 진행한 것을 두고 “이 대표야 말로 국민을 입틀막하고 있다”고 주장했다.그는 “김준혁·양문석·공영운 후보들에 대해 국민이 오랫동안 분노해왔는데 정작 입틀막한 건 이 대표”라면서 “판세에 영향이 없으면 그냥 간다는 것 아닌가. 정치를 게임으로 보는 것이다. 저희는 정치를 게임으로 보지 않는다. 대한민국이 잘 됐으면 좋겠다는 마음뿐”이라고 덧붙였다.이날 한 위원장은 이 지역에 출마한 이용호 후보(서대문갑)와 함께 사전투표를 했다. 김예지·진종오·임보라·정혜림·김민정·박준태·이윤정·강세원 등 비례 위성정당인 국민의미래 후보들도 같은 장소에서 투표했다.김소영 동아닷컴 기자 sykim41@donga.com"
"尹대통령, 총선 사전 투표 첫날 부산서 한 표 행사",2024/04/05 13:30,"윤석열 대통령이 5일 부산 명지1동 행정복지센터에서 제22대 국회의원선거 사전투표를 하고 있다. 뉴시스윤석열 대통령이 4·10 총선 사전투표 첫날인 5일 부산에서 사전투표를 했다.지역 일정을 위해 부산을 방문 중인 윤 대통령은 이날 오전 11시 5분경 부산 강서구 명지1동 행정복지센터에 마련된 사전투표소를 찾아 한 표를 행사했다.감색 양복 차림에 붉은색 넥타이를 맨 윤 대통령은 행정복지센터 3층 강당에 입장한 뒤 관계자로부터 관외 사전투표 방법에 관한 설명을 듣고 본인 확인 절차 등을 거쳤다. 이후 기표소로 이동해 투표한 뒤 투표지를 접어 회송용 봉투에 밀봉하고 투표함에 넣었다.윤 대통령은 투표를 마치고 나오며 투표소 관계자들에게 “수고 많으십니다”라고 격려했다. 투표소 주변에 있던 시민들은 윤 대통령에게 박수를 보내기도 했다고 김수경 대변인이 전했다.성태윤 정책실장과 이도운 홍보수석, 박춘섭 경제수석, 장상윤 사회수석 등 윤 대통령의 지역 일정을 수행 중인 대통령실 참모진은 투표소 입구 근처에서 대기한 것으로 전해졌다.윤 대통령은 전날 “투표는 주권자의 권리행사일 뿐 아니라 책무이기도 하다”며 “한 분도 빠짐없이 주권을 행사해 주시길 바란다”고 투표 독려 메시지를 냈다.윤 대통령은 사전투표 이후 부산에서 열리는 부산항 신항 7부두 개장식과 식목일 기념행사에 참석한다.이혜원 동아닷컴 기자 hyewon@donga.com"
‘새벽에 투표함 뜯어 봉투를?’…선관위 “선거 불신 조장 말라”,2024/04/08 11:03,"지역선관위 CCTV 영상 유튜브 등 통해 확산""봉투에 가짜 투표지 들은 것 아닌가"" 부정선거 의혹 제기선관위 ""전혀 사실 아냐…회송용 봉투 받아 처리한 것""ⓒ뉴시스서울의 한 지역선관위 직원들이 새벽시간 투표함에 봉투를 넣는 모습이 담긴 폐쇄회로(CC)TV 영상이 유튜브를 통해 확산되고 있다.일부 유튜버는 투표함에 가짜 투표지를 넣는 모습일 수 있다며 부정선거 의혹을 제기했다. 하지만 중앙선거관리위원회(선관위)는 ‘회송용 봉투를 넣은 것’이라고 일축했다.지난 7일 유튜브 등에는 사전투표가 종료된 서울 은평구 선관위에서 선관위 직원들로 보이는 사람들의 모습이 담긴 폐쇄회로(CC)TV 영상이 확산했다.영상에는 7일 오전 3시께 선관위 직원 등 4명이 투표함이 보관된 장소에 모여 봉인된 투표지 봉투들을 한 투표함에 넣는 모습이 담겼다. 한 유튜버는 “봉투가 과연 진짜 투표지를 담고 있는지 가짜 투표지를 담고 있는지 알고 싶다”며 의혹을 제기했다. 해당 영상은 이날 오전 기준 130만회가 넘는 조회수를 기록하면서 부정선거 의혹에 불을 붙였다.이에 대해 선관위는 불법적인 투표가 아니라 회송용 봉투를 넣은 것이라고 해명했다. 선관위는 입장문을 통해 “은평구 선관위는 6일 오후 5시경 우체국으로부터 회송용 봉투 총 1만 9000여통을 인계받아 확인 및 접수를 시작했다”며 “많은 수량을 1통씩 확인하며 접수한 관계로 7일 오전 1시 50분경 접수 처리가 완료됐다. 7일 오전 2시 34분부터 오전 3시 45분까지 모든 회송용 봉투를 투표함에 투입했다”고 밝혔다.이어 “은평구 선관위 정당 추천위원 2명은 회송용 봉투의 확인·접수·투입 모든 과정에 참여하고 입회했다”며 “선관위 직원이 새벽 시간에 임의로 투표함 보관 장소에 들어가 우편 투표함 봉인지를 뜯고 불법적으로 투표지를 투입했다는 것은 전혀 사실이 아니다”고 강조했다.아울러 “선관위는 회송용 봉투의 모든 이송 과정에 호송 경찰을 배치했다”며 “구·시·군선관위가 우편투표함에 회송용 봉투를 투입하고 접수하는 과정에는 정당추천 선관위원이 참여했다”고 부연했다.또 “우편 투표함 보관 상황이 폐쇄회로CCTV를 통해 실시간으로 공개되는 상황에서 보란 듯이 불법행위를 저지른다는 주장은 상식적으로 납득하기 어렵다”며 “사실관계도 확인하지 않고 무조건 부정선거라고 의심하고 왜곡하는 것은 국민 여론을 선동해 선거 불신을 조장하는 매우 위험한 행위로 즉각 중지돼야 한다”고 유감을 표했다.[서울=뉴시스]"
수검표로 개표 2시간 지연 예상…격전지 당선자 11일 오전 2시쯤 윤곽,2024/04/09 19:28,크게보기4·10총선에선 부정 선거 의혹 차단을 위해 도입한 수검표 제도가 처음 시행되는 가운데 지역구 당선자 윤곽이 총선 다음 날인 11일 오전 1~2시경으로 예상된다. 비례대표 당선자는 이르면 같은 날 오전 5시경 결과가 발표될 것으로 보인다.중앙선거관리위원회는 9일 보도자료를 내고 “개표가 대략 10일 오후 7시경부터 시작해 지역구 최초 개표 결과가 오후 8시경부터 선관위 홈페이지에서 확인이 가능하다”며 “당선자 윤곽은 개표율이 70~80%에 달하는 다음날 오전 1~2시경 나올 것으로 전망한다”고 밝혔다. 여야 후보가 박빙 승부를 벌이는 격전지의 경우 최소 70% 이상 개표돼야 예상이 가능하다. 선관위 관계자는 “접전지가 아닌 지역구는 11일 0시에는 윤곽이 잡힐 것”이라고 내다봤다.38개 정당이 등록한 비례대표 당선자는 개표가 종료된 후 의석 산정 작업을 거쳐 다음 날 오전 5시가 지나야 결정될 예정이다. 51.7cm로 역대 가장 긴 투표지가 된 비례대표 투표는 100% 수개표로 진행된다. 투표지 분류기가 최대 투표지 34.9cm까지만 사용 가능하기 때문이다. 선관위 관계자는 “투표용지가 길어질수록 개표에 불편함이 많아 시간이 좀 더 걸릴 것”이라며 “시간이 더 지체될 수도 있다”고 했다.크게보기선관위 관계자는 “수검표로 인해 개표 시간이 2시간 정도 지연될 것으로 예상한다”고 밝혔다. 다만 신종 코로나바이러스 감염증(코로나19) 영향을 받았던 21대 총선과 비교해서는 “지난 총선에서는 방역 장비 착용 등으로 인해 2시간 정도 지연됐었다”며 “이를 감안하면 지난 총선과 비슷한 시간대에 종료될 것”이라고 내다봤다. 선관위에 따르면 21대 총선에서는 개표 완료까지 총 9시간 26분이 소요됐다.선관위는 지난해 12월 21대 총선 당시 불거진 부정 선거 의혹을 사전에 차단하기 위해 개표 과정에서 투표지를 일일이 확인하는 수검표 절차를 도입했다. 기존에는 ‘투표지 분류기’ 작업에 이어 곧바로 ‘심사 계수기’ 절차를 통해 투표지 매수와 투표지를 확인했다. 하지만 이번 총선에서는 두 작업 사이에 수검표 작업이 추가돼 투표지 분류를 거친 투표지를 개표 사무원이 손으로 일일이 확인하는 절차가 추가됐다. 선관위는 7만6000여 명의 인력을 투입해 개표 과정을 관리한다.이승우 기자 suwoong2@donga.com
"“사전투표할 것” 민주 지지자 53.9%, 국힘 27%",2024/04/01 14:17,"[총선 D―9 여론조사]20대 49.1% “사전투표” 가장 높아여의도 국회의사당. 뉴스122대 총선에서 선거 당일(4월 10일)에 투표하겠다는 응답이 50.1%, 사전투표(4월 5, 6일) 때 참여하겠다는 응답이 42.8%로 나타났다.31일 동아일보 여론조사 결과(리서치앤리서치가 3월 28∼29일 전국 1004명 대상으로 조사. 무선전화 면접 100% 방식으로 무선 RDD를 표본으로 실시. 95% 신뢰수준에 표본오차 ±3.1%포인트. 응답률은 9.3%. 자세한 내용은 중앙선거여론조사심의위원회 참조) 선거 당일에 투표한다는 응답은 국민의힘 지지자(68.1%)와 국민의힘 지역구 후보 지지자(67.4%), 보수 성향(66.4%)에서 상대적으로 높았다.사전투표일에 투표하겠다는 응답은 더불어민주당 지역구 후보 지지층(56.2%)과 민주당 지지자(53.9%)가 모두 절반 이상으로 나타났다. 선거 당일에 투표하겠다는 응답은 민주당 지역구 후보 지지자는 37.7%, 민주당 지지자는 38.5%였다. 국민의힘 지지자는 27.0%가, 국민의힘 지역구 후보 지지자는 27.2%가 사전투표일에 투표하겠다고 했다. 다른 정당 지지층도 사전투표에 참여하겠다는 응답이 더 높게 나타났다. 진보당 지지자가 79.1%로 가장 높았으며 새로운미래(77.3%), 개혁신당(64.8%), 조국혁신당(63.1%) 모두 60% 이상으로 나타났다.연령별로는 20대의 사전투표 의향(49.1%)이 가장 높았고 70대(33.1%)가 가장 낮았다. 30대와 40대에서는 사전투표와 본투표 참여 응답 비율이 오차범위 내로 유사하게 집계됐다. 50대와 60대는 본투표에 참여하겠다는 응답이 각각 51.1%와 54.3%로 사전투표일에 투표하겠다는 응답을 오차범위 밖에서 앞섰다.유채연 기자 ycy@donga.com"
